,Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country,tv_or_film
19388,User 4,2021-12-16 22:39:30,00:00:23,Autoplayed: user action: None; ,Season 1: Teaser 1: Selling Tampa,TEASER_TRAILER,Safari MAC (Cadmium),00:00:23,00:00:23,GB (United Kingdom),tv
19392,User 4,2021-12-16 22:21:18,00:00:29,,Selling Tampa: Season 1: Closing Deals in Heels (Episode 1),,Safari MAC (Cadmium),00:00:29,00:00:29,GB (United Kingdom),tv
19393,User 4,2021-12-16 13:11:50,00:10:20,,Young Sheldon: Young Sheldon: Season 2: Family Dynamics and a Red Fiero (Episode 9),,Safari MAC (Cadmium),00:20:25,00:20:25,GB (United Kingdom),tv
19395,User 4,2021-12-15 14:00:51,00:00:47,,Humans: Season 1: Episode 1,,Safari MAC (Cadmium),00:00:47,Not latest view,GB (United Kingdom),tv
19396,User 4,2021-12-15 13:59:57,00:00:33,Autoplayed: user action: None; ,Superstore: Season 1_hook_01_16x9,HOOK,Safari MAC (Cadmium),00:00:00,00:00:00,GB (United Kingdom),tv
19397,User 4,2021-12-14 21:30:44,00:07:13,,"Snowpiercer: Season 1: First, the Weather Changed (Episode 1)",,Safari MAC (Cadmium),00:29:36,00:29:36,GB (United Kingdom),tv
19398,User 4,2021-12-14 21:30:35,00:00:05,,Snowpiercer: Season 2: The Time of Two Engines (Episode 1),,Safari MAC (Cadmium),00:00:05,00:00:05,GB (United Kingdom),tv
19400,User 4,2021-12-14 21:29:35,00:00:38,,Snowpiercer: Season 2: The Time of Two Engines (Episode 1),,Safari MAC (Cadmium),00:02:24,Not latest view,GB (United Kingdom),tv
19402,User 4,2021-12-10 23:16:29,00:10:07,,Young Sheldon: Young Sheldon: Season 2: Family Dynamics and a Red Fiero (Episode 9),,Safari MAC (Cadmium),00:10:07,Not latest view,GB (United Kingdom),tv
19403,User 4,2021-12-10 22:57:28,00:18:58,,Young Sheldon: Young Sheldon: Season 2: An 8-Bit Princess and a Flat Tire Genius (Episode 8),,Safari MAC (Cadmium),00:19:10,00:19:10,GB (United Kingdom),tv
19404,User 4,2021-12-10 22:35:24,00:18:01,,Young Sheldon: Young Sheldon: Season 2: Carbon Dating and a Stuffed Raccoon (Episode 7),,Safari MAC (Cadmium),00:18:45,00:18:45,GB (United Kingdom),tv
19405,User 4,2021-12-10 22:21:43,00:13:41,,Young Sheldon: Young Sheldon: Season 2: Seven Deadly Sins and a Small Carl Sagan (Episode 6),,Safari MAC (Cadmium),00:18:53,00:18:53,GB (United Kingdom),tv
19407,User 4,2021-12-10 20:52:43,00:00:12,Autoplayed: user action: None; ,Trailer: The Unforgivable,TRAILER,Safari MAC (Cadmium),00:00:12,00:00:12,GB (United Kingdom),tv
19408,User 4,2021-12-07 22:12:34,00:19:44,,Homeland: Season 3: Tin Man is Down (Episode 1),,Safari MAC (Cadmium),00:23:52,00:23:52,GB (United Kingdom),tv
19409,User 4,2021-12-07 20:49:26,00:01:29,Autoplayed: user action: None; ,Homeland: Season 3: Tin Man is Down (Episode 1),,Safari MAC (Cadmium),00:04:09,Not latest view,GB (United Kingdom),tv
19410,User 4,2021-12-07 19:58:19,00:29:18,,Homeland: Season 2: The Choice (Episode 12),,Safari MAC (Cadmium),01:03:21,01:03:21,GB (United Kingdom),tv
19412,User 4,2021-12-07 19:55:17,00:00:05,Autoplayed: user action: None; ,Trailer: Mixtape,TRAILER,Safari MAC (Cadmium),00:00:05,00:00:05,GB (United Kingdom),tv
19414,User 4,2021-12-07 19:54:16,00:00:18,Autoplayed: user action: None; ,Trailer: Mixtape,TRAILER,Safari MAC (Cadmium),00:00:18,Not latest view,GB (United Kingdom),tv
19415,User 4,2021-12-05 22:47:52,00:25:36,,Jeffrey Epstein: Filthy Rich: Limited Series: Hunting Grounds (Episode 1),,Safari MAC (Cadmium),00:25:36,00:25:36,GB (United Kingdom),tv
19417,User 4,2021-12-05 21:07:58,00:03:57,,Young Sheldon: Young Sheldon: Season 2: Seven Deadly Sins and a Small Carl Sagan (Episode 6),,Safari MAC (Cadmium),00:05:13,Not latest view,GB (United Kingdom),tv
19418,User 4,2021-12-04 12:07:01,00:01:17,Autoplayed: user action: None; ,Young Sheldon: Young Sheldon: Season 2: Seven Deadly Sins and a Small Carl Sagan (Episode 6),,Safari MAC (Cadmium),00:01:17,Not latest view,GB (United Kingdom),tv
19419,User 4,2021-12-04 11:50:04,00:16:33,,Young Sheldon: Young Sheldon: Season 2: A Research Study and Czechoslovakian Wedding Pastries (Episode 5),,Safari MAC (Cadmium),00:17:49,00:17:49,GB (United Kingdom),tv
19420,User 4,2021-12-04 11:38:10,00:11:53,,Young Sheldon: Young Sheldon: Season 2: A Financial Secret and Fish Sauce (Episode 4),,Safari MAC (Cadmium),00:18:53,00:18:53,GB (United Kingdom),tv
19421,User 4,2021-12-04 10:47:00,00:06:49,,Young Sheldon: Young Sheldon: Season 2: A Financial Secret and Fish Sauce (Episode 4),,Safari MAC (Cadmium),00:07:01,Not latest view,GB (United Kingdom),tv
19422,User 4,2021-12-04 10:23:43,00:19:56,,Young Sheldon: Young Sheldon: Season 2: A Crisis of Faith and Octopus Aliens (Episode 3),,Safari MAC (Cadmium),00:19:56,00:19:56,GB (United Kingdom),tv
19423,User 4,2021-12-04 10:03:10,00:18:25,,Young Sheldon: Young Sheldon: Season 2: A Rival Prodigy and Sir Isaac Neutron (Episode 2),,Safari MAC (Cadmium),00:18:49,00:18:49,GB (United Kingdom),tv
19424,User 4,2021-12-04 09:42:12,00:18:47,,Young Sheldon: Young Sheldon: Season 2: A High-Pitched Buzz and Training Wheels (Episode 1),,Safari MAC (Cadmium),00:18:52,00:18:52,GB (United Kingdom),tv
19425,User 4,2021-12-04 09:27:44,00:14:27,,"Young Sheldon: Young Sheldon: Season 1: Vanilla Ice Cream, Gentlemen Callers, and a Dinette Set (Episode 22)",,Safari MAC (Cadmium),00:19:33,00:19:33,GB (United Kingdom),tv
19426,User 4,2021-12-03 23:27:05,00:04:23,,"Young Sheldon: Young Sheldon: Season 1: Vanilla Ice Cream, Gentlemen Callers, and a Dinette Set (Episode 22)",,Safari MAC (Cadmium),00:05:07,Not latest view,GB (United Kingdom),tv
19427,User 4,2021-12-03 23:06:53,00:19:32,,"Young Sheldon: Young Sheldon: Season 1: Summer Sausage, a Pocket Poncho, and Tony Danza (Episode 21)",,Safari MAC (Cadmium),00:19:59,00:19:59,GB (United Kingdom),tv
19428,User 4,2021-12-03 23:05:17,00:01:33,,"Young Sheldon: Young Sheldon: Season 1: A Dog, a Squirrel, and a Fish Named Fish (Episode 20)",,Safari MAC (Cadmium),00:20:00,00:20:00,GB (United Kingdom),tv
19430,User 4,2021-12-03 17:28:28,00:18:29,,"Young Sheldon: Young Sheldon: Season 1: A Dog, a Squirrel, and a Fish Named Fish (Episode 20)",,Safari MAC (Cadmium),00:18:29,Not latest view,GB (United Kingdom),tv
19431,User 4,2021-12-03 17:12:08,00:12:49,,"Young Sheldon: Young Sheldon: Season 1: Gluons, Guacamole, and the Color Purple (Episode 19)",,Safari MAC (Cadmium),00:19:49,00:19:49,GB (United Kingdom),tv
19432,User 4,2021-12-01 22:25:50,00:07:01,,"Young Sheldon: Young Sheldon: Season 1: Gluons, Guacamole, and the Color Purple (Episode 19)",,Safari MAC (Cadmium),00:07:01,Not latest view,GB (United Kingdom),tv
19433,User 4,2021-12-01 22:25:36,00:00:11,,"Young Sheldon: Young Sheldon: Season 1: A Mother, a Child, and a Blue Man's Backside (Episode 18)",,Safari MAC (Cadmium),00:00:11,00:00:11,GB (United Kingdom),tv
19434,User 4,2021-12-01 22:05:37,00:18:27,,"Young Sheldon: Young Sheldon: Season 1: A Mother, a Child, and a Blue Man's Backside (Episode 18)",,Safari MAC (Cadmium),00:18:27,Not latest view,GB (United Kingdom),tv
19435,User 4,2021-12-01 21:45:32,00:20:00,,"Young Sheldon: Young Sheldon: Season 1: Jiu-Jitsu, Bubble Wrap, and Yoo-hoo (Episode 17)",,Safari MAC (Cadmium),00:20:00,00:20:00,GB (United Kingdom),tv
19436,User 4,2021-12-01 21:41:49,00:03:42,,"Young Sheldon: Young Sheldon: Season 1: Killer Asteroids, Oklahoma, and a Frizzy Hair Machine (Episode 16)",,Safari MAC (Cadmium),00:20:03,00:20:03,GB (United Kingdom),tv
19437,User 4,2021-12-01 19:25:58,00:16:12,,"Young Sheldon: Young Sheldon: Season 1: Killer Asteroids, Oklahoma, and a Frizzy Hair Machine (Episode 16)",,Safari MAC (Cadmium),00:16:21,Not latest view,GB (United Kingdom),tv
19438,User 4,2021-12-01 19:17:40,00:08:11,,"Young Sheldon: Young Sheldon: Season 1: Dolomite, Apple Slices, and a Mystery Woman (Episode 15)",,Safari MAC (Cadmium),00:18:20,00:18:20,GB (United Kingdom),tv
19439,User 4,2021-12-01 18:22:54,00:10:06,,"Young Sheldon: Young Sheldon: Season 1: Dolomite, Apple Slices, and a Mystery Woman (Episode 15)",,Safari MAC (Cadmium),00:10:10,Not latest view,GB (United Kingdom),tv
19440,User 4,2021-12-01 18:07:13,00:15:40,,"Young Sheldon: Young Sheldon: Season 1: Potato Salad, a Broomstick, and Dad's Whiskey (Episode 14)",,Safari MAC (Cadmium),00:20:48,00:20:48,GB (United Kingdom),tv
19441,User 4,2021-12-01 13:43:01,00:05:08,,"Young Sheldon: Young Sheldon: Season 1: Potato Salad, a Broomstick, and Dad's Whiskey (Episode 14)",,Safari MAC (Cadmium),00:05:08,Not latest view,GB (United Kingdom),tv
19442,User 4,2021-12-01 13:22:21,00:20:36,,"Young Sheldon: Young Sheldon: Season 1: A Sneeze, Detention and Sissy Spacek (Episode 13)",,Safari MAC (Cadmium),00:20:36,00:20:36,GB (United Kingdom),tv
19443,User 4,2021-12-01 13:02:19,00:18:48,,"Young Sheldon: Young Sheldon: Season 1: A Computer, a Plastic Pony, and a Case of Beer (Episode 12)",,Safari MAC (Cadmium),00:19:38,00:19:38,GB (United Kingdom),tv
19444,User 4,2021-12-01 13:01:10,00:00:06,Autoplayed: user action: None; ,Season 1 Informative Clip: School of Chocolate,HOOK,Safari MAC (Cadmium),00:00:06,00:00:06,GB (United Kingdom),tv
19445,User 4,2021-11-30 16:55:06,00:34:03,,Homeland: Season 2: The Choice (Episode 12),,Safari MAC (Cadmium),00:34:03,Not latest view,GB (United Kingdom),tv
19446,User 4,2021-11-29 21:28:44,00:06:54,,Selling Sunset: Season 1: If Looks Could Sell (Episode 1),,Safari MAC (Cadmium),00:11:10,00:11:10,GB (United Kingdom),tv
19447,User 4,2021-11-29 21:19:49,00:08:54,,Selling Sunset: Season 4: One Last Hail Mary (Episode 10),,Safari MAC (Cadmium),00:37:26,00:37:26,GB (United Kingdom),tv
19448,User 4,2021-11-29 18:03:00,00:20:13,,Selling Sunset: Season 4: One Last Hail Mary (Episode 10),,Safari MAC (Cadmium),00:28:32,Not latest view,GB (United Kingdom),tv
19449,User 4,2021-11-28 23:07:10,00:00:59,Autoplayed: user action: None; ,Selling Sunset: Season 4: One Last Hail Mary (Episode 10),,Safari MAC (Cadmium),00:04:44,Not latest view,GB (United Kingdom),tv
19450,User 4,2021-11-28 22:30:42,00:36:01,,Selling Sunset: Season 4: The Beginning of the End (Episode 9),,Safari MAC (Cadmium),00:36:09,00:36:09,GB (United Kingdom),tv
19451,User 4,2021-11-28 22:13:49,00:16:39,,Selling Sunset: Season 4: The Truth Hurts (Episode 8),,Safari MAC (Cadmium),00:29:50,00:29:50,GB (United Kingdom),tv
19452,User 4,2021-11-28 20:49:45,00:13:01,,Selling Sunset: Season 4: The Truth Hurts (Episode 8),,Safari MAC (Cadmium),00:13:10,Not latest view,GB (United Kingdom),tv
19453,User 4,2021-11-28 20:09:37,00:33:45,,Selling Sunset: Season 4: Back on the Market (Episode 7),,Safari MAC (Cadmium),00:33:54,00:33:54,GB (United Kingdom),tv
19454,User 4,2021-11-28 20:06:43,00:02:53,,Selling Sunset: Season 4: A House for a Hero (Episode 6),,Safari MAC (Cadmium),00:35:19,00:35:19,GB (United Kingdom),tv
19455,User 4,2021-11-27 13:09:39,00:28:31,,Selling Sunset: Season 4: A House for a Hero (Episode 6),,Safari MAC (Cadmium),00:32:26,Not latest view,GB (United Kingdom),tv
19456,User 4,2021-11-27 12:32:18,00:37:19,,Selling Sunset: Season 4: Let Sleeping Dogs Lie (Episode 5),,Safari MAC (Cadmium),00:37:29,00:37:29,GB (United Kingdom),tv
19457,User 4,2021-11-27 11:36:44,00:29:23,,Selling Sunset: Season 4: The Emma Dilemma (Episode 4),,Safari MAC (Cadmium),00:29:28,00:29:28,GB (United Kingdom),tv
19458,User 4,2021-11-27 11:36:02,00:00:40,,Selling Sunset: Season 4: Rival Arrival (Episode 3),,Safari MAC (Cadmium),00:34:04,00:34:04,GB (United Kingdom),tv
19459,User 4,2021-11-26 22:42:10,00:31:16,Autoplayed: user action: None; ,Selling Sunset: Season 4: Rival Arrival (Episode 3),,Safari MAC (Cadmium),00:33:25,Not latest view,GB (United Kingdom),tv
19460,User 4,2021-11-26 22:34:45,00:07:23,,"Selling Sunset: Season 4: New Friends, Old Enemies (Episode 2)",,Safari MAC (Cadmium),00:37:07,00:37:07,GB (United Kingdom),tv
19461,User 4,2021-11-26 16:59:53,00:29:17,,"Selling Sunset: Season 4: New Friends, Old Enemies (Episode 2)",,Safari MAC (Cadmium),00:29:44,Not latest view,GB (United Kingdom),tv
19462,User 4,2021-11-26 16:36:06,00:23:46,,Selling Sunset: Season 4: Very High Heels to Fill (Episode 1),,Safari MAC (Cadmium),00:36:29,00:36:29,GB (United Kingdom),tv
19463,User 4,2021-11-24 17:22:05,00:12:43,,Selling Sunset: Season 4: Very High Heels to Fill (Episode 1),,Safari MAC (Cadmium),00:12:43,Not latest view,GB (United Kingdom),tv
19464,User 4,2021-11-22 23:47:14,00:00:45,Autoplayed: user action: None; ,Homeland: Season 2: The Choice (Episode 12),,Safari MAC (Cadmium),00:02:31,Not latest view,GB (United Kingdom),tv
19465,User 4,2021-11-22 22:50:20,00:49:22,,Homeland: Season 2: In Memoriam (Episode 11),,Safari MAC (Cadmium),00:51:45,00:51:45,GB (United Kingdom),tv
19466,User 4,2021-11-22 22:48:27,00:00:07,,Modern Family: Season 9: Clash of Swords (Episode 22),,Safari MAC (Cadmium),00:00:07,00:00:07,GB (United Kingdom),tv
19467,User 4,2021-11-22 18:47:48,00:21:23,,Modern Family: Season 9: The Escape (Episode 21),,Safari MAC (Cadmium),00:21:33,00:21:33,GB (United Kingdom),tv
19468,User 4,2021-11-22 18:25:14,00:21:34,,Modern Family: Season 9: Mother! (Episode 20),,Safari MAC (Cadmium),00:21:34,00:21:34,GB (United Kingdom),tv
19469,User 4,2021-11-22 18:24:01,00:00:50,,Modern Family: Season 1: Family Portrait (Episode 24),,Safari MAC (Cadmium),00:00:50,00:00:50,GB (United Kingdom),tv
19470,User 4,2021-11-22 18:22:37,00:00:50,,How I Met Your Mother: Season 5: Of Course (Episode 17),,Safari MAC (Cadmium),00:00:50,00:00:50,GB (United Kingdom),tv
19471,User 4,2021-11-22 18:12:14,00:10:14,,Tiger King: Tiger King 2: The Carole Diaries (Episode 2),,Safari MAC (Cadmium),00:13:28,00:13:28,GB (United Kingdom),tv
19473,User 4,2021-11-22 17:39:00,00:31:35,,Homeland: Season 2: Broken Hearts (Episode 10),,Safari MAC (Cadmium),00:45:37,00:45:37,GB (United Kingdom),tv
19474,User 4,2021-11-21 21:49:50,00:44:46,,Homeland: Season 2: Two Hats (Episode 9),,Safari MAC (Cadmium),00:47:12,00:47:12,GB (United Kingdom),tv
19475,User 4,2021-11-21 20:56:04,00:48:12,,Homeland: Season 2: I'll Fly Away (Episode 8),,Safari MAC (Cadmium),00:50:58,00:50:58,GB (United Kingdom),tv
19476,User 4,2021-11-21 20:55:51,00:00:04,Autoplayed: user action: None; ,Trial By Media: Season 1: Talk Show Murder (Episodic Hook),HOOK,Safari MAC (Cadmium),00:00:04,00:00:04,GB (United Kingdom),tv
19477,User 4,2021-11-21 16:52:35,00:03:08,,Tiger King: Tiger King 2: The Carole Diaries (Episode 2),,Safari MAC (Cadmium),00:03:16,Not latest view,GB (United Kingdom),tv
19478,User 4,2021-11-21 16:21:49,00:00:14,Autoplayed: user action: None; ,"Moment of High Emotion Clip: The Mind, Explained: Season 2",HOOK,Safari MAC (Cadmium),00:00:14,00:00:14,GB (United Kingdom),tv
19479,User 4,2021-11-21 16:09:01,00:39:51,,Tiger King: Tiger King 2: Beg Your Pardon (Episode 1),,Safari MAC (Cadmium),00:40:12,00:40:12,GB (United Kingdom),tv
19480,User 4,2021-11-21 16:04:03,00:04:44,,"The Mind, Explained: Season 2: Brainwashing (Episode 5)",,Safari MAC (Cadmium),00:04:44,00:04:44,GB (United Kingdom),tv
19481,User 4,2021-11-21 16:03:52,00:00:09,,"The Mind, Explained: Season 2: How to Focus (Episode 1)",,Safari MAC (Cadmium),00:00:09,00:00:09,GB (United Kingdom),tv
19483,User 4,2021-11-19 17:26:29,00:49:07,,Homeland: Season 2: The Clearing (Episode 7),,Safari MAC (Cadmium),00:52:00,00:52:00,GB (United Kingdom),tv
19484,User 4,2021-11-19 17:16:06,00:10:19,,Homeland: Season 2: A Gettysburg Address (Episode 6),,Safari MAC (Cadmium),00:48:41,00:48:41,GB (United Kingdom),tv
19485,User 4,2021-11-17 13:50:56,00:08:19,,Homeland: Season 2: A Gettysburg Address (Episode 6),,Safari MAC (Cadmium),00:39:40,Not latest view,GB (United Kingdom),tv
19486,User 4,2021-11-17 12:14:17,00:29:20,,Homeland: Season 2: A Gettysburg Address (Episode 6),,Safari MAC (Cadmium),00:29:48,Not latest view,GB (United Kingdom),tv
19487,User 4,2021-11-17 12:04:27,00:06:53,,Homeland: Season 2: Q&A (Episode 5),,Safari MAC (Cadmium),00:55:24,00:55:24,GB (United Kingdom),tv
19489,User 4,2021-11-16 17:10:42,00:44:50,,Homeland: Season 2: Q&A (Episode 5),,Safari MAC (Cadmium),00:47:39,Not latest view,GB (United Kingdom),tv
19490,User 4,2021-11-16 17:07:06,00:03:33,,Homeland: Season 2: New Car Smell (Episode 4),,Safari MAC (Cadmium),00:48:28,00:48:28,GB (United Kingdom),tv
19491,User 4,2021-11-16 13:16:38,00:41:56,,Homeland: Season 2: New Car Smell (Episode 4),,Safari MAC (Cadmium),00:44:56,Not latest view,GB (United Kingdom),tv
19492,User 4,2021-11-16 13:14:16,00:02:17,,Homeland: Season 2: State of Independence (Episode 3),,Safari MAC (Cadmium),00:53:34,00:53:34,GB (United Kingdom),tv
19493,User 4,2021-11-15 23:14:46,00:00:45,,Homeland: Season 2: New Car Smell (Episode 4),,Safari MAC (Cadmium),00:00:45,Not latest view,GB (United Kingdom),tv
19494,User 4,2021-11-15 23:14:19,00:00:11,,Homeland: Season 2: State of Independence (Episode 3),,Safari MAC (Cadmium),00:49:56,Not latest view,GB (United Kingdom),tv
19495,User 4,2021-11-15 22:32:37,00:36:29,,Homeland: Season 2: State of Independence (Episode 3),,Safari MAC (Cadmium),00:51:12,Not latest view,GB (United Kingdom),tv
19496,User 4,2021-11-15 22:07:45,00:22:46,,Homeland: Season 2: Beirut Is Back (Episode 2),,Safari MAC (Cadmium),00:47:38,00:47:38,GB (United Kingdom),tv
19497,User 4,2021-11-15 20:39:25,00:13:58,,Homeland: Season 2: Beirut Is Back (Episode 2),,Safari MAC (Cadmium),00:20:58,Not latest view,GB (United Kingdom),tv
19498,User 4,2021-11-15 20:39:10,00:00:04,Autoplayed: user action: None; ,After Life: Season 1 (Trailer),TRAILER,Safari MAC (Cadmium),00:00:04,00:00:04,GB (United Kingdom),tv
19499,User 4,2021-11-15 18:22:52,00:04:09,,Homeland: Season 2: Beirut Is Back (Episode 2),,Safari MAC (Cadmium),00:07:01,Not latest view,GB (United Kingdom),tv
19500,User 4,2021-11-15 18:05:58,00:16:53,,Homeland: Season 2: The Smile (Episode 1),,Safari MAC (Cadmium),00:54:43,00:54:43,GB (United Kingdom),tv
19501,User 4,2021-11-14 21:16:47,00:33:25,,Homeland: Season 2: The Smile (Episode 1),,Safari MAC (Cadmium),00:37:52,Not latest view,GB (United Kingdom),tv
19502,User 4,2021-11-14 19:38:56,01:18:30,,Homeland: Season 1: Marine One (Episode 12),,Safari MAC (Cadmium),01:23:25,01:23:25,GB (United Kingdom),tv
19503,User 4,2021-11-14 19:12:06,00:16:09,,Homeland: Season 1: The Vest (Episode 11),,Safari MAC (Cadmium),00:53:47,00:53:47,GB (United Kingdom),tv
19504,User 4,2021-11-10 22:23:08,00:34:53,,Homeland: Season 1: The Vest (Episode 11),,Safari MAC (Cadmium),00:37:39,Not latest view,GB (United Kingdom),tv
19505,User 4,2021-11-10 21:08:57,00:48:05,,Homeland: Season 1: Representative Brody (Episode 10),,Safari MAC (Cadmium),00:47:35,00:47:35,GB (United Kingdom),tv
19506,User 4,2021-11-10 20:17:13,00:42:11,,Homeland: Season 1: Crossfire (Episode 9),,Safari MAC (Cadmium),00:48:48,00:48:48,GB (United Kingdom),tv
19507,User 4,2021-11-10 16:54:51,00:16:29,,Homeland: Season 1: Achilles Heel (Episode 8),,Safari MAC (Cadmium),00:48:59,00:48:59,GB (United Kingdom),tv
19508,User 4,2021-11-10 12:33:12,00:31:25,,Homeland: Season 1: Achilles Heel (Episode 8),,Safari MAC (Cadmium),00:32:31,Not latest view,GB (United Kingdom),tv
19509,User 4,2021-11-09 20:17:04,00:53:42,,Homeland: Season 1: The Weekend (Episode 7),,Safari MAC (Cadmium),00:56:57,00:56:57,GB (United Kingdom),tv
19510,User 4,2021-11-09 19:38:33,00:37:04,,Homeland: Season 1: The Good Soldier (Episode 6),,Safari MAC (Cadmium),00:48:31,00:48:31,GB (United Kingdom),tv
19511,User 4,2021-11-09 18:22:50,00:17:28,,Homeland: Season 1: The Good Soldier (Episode 6),,Safari MAC (Cadmium),00:10:40,Not latest view,GB (United Kingdom),tv
19512,User 4,2021-11-09 17:23:09,00:37:43,,Homeland: Season 1: Blind Spot (Episode 5),,Safari MAC (Cadmium),00:55:08,00:55:08,GB (United Kingdom),tv
19513,User 4,2021-11-09 12:39:06,00:14:33,Autoplayed: user action: None; ,Homeland: Season 1: Blind Spot (Episode 5),,Safari MAC (Cadmium),00:17:25,Not latest view,GB (United Kingdom),tv
19514,User 4,2021-11-09 12:31:59,00:07:07,,Homeland: Season 1: Semper I (Episode 4),,Safari MAC (Cadmium),00:49:17,00:49:17,GB (United Kingdom),tv
19515,User 4,2021-11-08 21:28:47,00:37:35,,Homeland: Season 1: Semper I (Episode 4),,Safari MAC (Cadmium),00:42:11,Not latest view,GB (United Kingdom),tv
19516,User 4,2021-11-08 21:09:07,00:16:24,,Homeland: Season 1: Clean Skin (Episode 3),,Safari MAC (Cadmium),00:48:26,00:48:26,GB (United Kingdom),tv
19517,User 4,2021-11-08 18:17:22,00:26:25,,Homeland: Season 1: Clean Skin (Episode 3),,Safari MAC (Cadmium),00:32:03,Not latest view,GB (United Kingdom),tv
19518,User 4,2021-11-08 17:26:19,00:46:59,,Homeland: Season 1: Grace (Episode 2),,Safari MAC (Cadmium),00:49:53,00:49:53,GB (United Kingdom),tv
19519,User 4,2021-11-08 17:13:42,00:12:27,,Homeland: Season 1: Pilot (Episode 1),,Safari MAC (Cadmium),00:53:50,00:53:50,GB (United Kingdom),tv
19520,User 4,2021-11-08 17:13:27,00:00:06,Autoplayed: user action: None; ,Season 1 Sensory Clip: Catching Killers,HOOK,Safari MAC (Cadmium),00:00:06,00:00:06,GB (United Kingdom),tv
